Item Number,Item Name,Item Description,Size,Regular Price,UPC,Department Name,Qty 1,On Order Qty
401,Optimum Multimineral Relaxer Mi,Beauty,,1350,0075285006665,BEAUTY SUPPLIES,0,0
428,WNC Shape Release Normal 14.1oz,Beauty,,2610,,BEAUTY SUPPLIES,0,0
455,Cantu daily Oil Moist,Beauty,,1100,0856017000065,BEAUTY SUPPLIES,9,0
482,ETTENIO Free at last,Beauty,,1300,0757901862229,BEAUTY SUPPLIES,3,0
509,Lottabody Wrap Me Foaming Mouss,Beauty,,980,0075724183056,BEAUTY SUPPLIES,12,0
159,ECO STYLING GEL 16OZ OLIVE,Beauty,,750,0748378001112,BEAUTY SUPPLIES,18,0
186,CRÈME OF NATURE HONEY Leave In,Beauty,,1250,0075724428126,BEAUTY SUPPLIES,13,0
213,SILICON MIX SHAMPOO 8OZ,Beauty,,1000,7464804101852,BEAUTY SUPPLIES,36,0
240,DETANGLER COMB,Beauty,,185,0705372002149,BEAUTY SUPPLIES,1,0
267,KIDS SHOWER CAP ASST COLORS,Beauty,,250,0705372043777,BEAUTY SUPPLIES,3,0
294,LATCH HOOK HAIR WEAVE TOOL,Beauty,,0,,BEAUTY SUPPLIES,-4,0
321,Dark and Lovely Damage slayer S,Beauty,,1050,0075285014936,BEAUTY SUPPLIES,3,0
348,S/W Gel Pomade Max Hold,Beauty,,600,0075285205204,BEAUTY SUPPLIES,2,0
375,ORS Fertilizing Serum 2oz,Beauty,,2140,0632169110117,BEAUTY SUPPLIES,1,0
402,Optimum Multimineral Relaxer su,Beauty,,1350,0075285006672,BEAUTY SUPPLIES,0,0
429,WNC Shape Lock 13.9oz,Beauty,,1450,0075285108840,BEAUTY SUPPLIES,0,0
456,Opt Oil Therapy 3in I Oil Moist,Beauty,,970,0075285066102,BEAUTY SUPPLIES,-6,0
483,ETTENIO  Crème de la Crème,Beauty,,1680,0757901862267,BEAUTY SUPPLIES,0,0
510,LottaBody Cleanse Me Co- wash,Beauty,,770,0075724222441,BEAUTY SUPPLIES,3,0
160,SILICON MIX 16OZ HYDRATING TREA,Beauty,,1600,7464804101364,BEAUTY SUPPLIES,7,0
187,CRÈME OF NATURE HONEY Curl Acti,Beauty,,1250,0075724473188,BEAUTY SUPPLIES,4,0
214,M&m SPANDEX DOME STYLE WIG CAP,Beauty,,600,0842510050171,BEAUTY SUPPLIES,7,0
241,AFRO PIK,Beauty,,250,0705372000459,BEAUTY SUPPLIES,2,0
268,ANNIE SATIN TURBAN MULTI COLOUR,Beauty,,310,0705372044064,BEAUTY SUPPLIES,4,0
295,HAIR TRIMMER,Beauty,,220,0705372051055,BEAUTY SUPPLIES,0,0
322,Amla Moist Remedy Shampoo 13.5o,Beauty,,1220,0075285011614,BEAUTY SUPPLIES,3,0
349,S/W Gel Pomade 3.5oz,Beauty,,0,0075285002766,BEAUTY SUPPLIES,-5,0
376,ORS Fertilizing Balm 2oz,Beauty,,2140,0632169110124,BEAUTY SUPPLIES,3,0
403,Optimum multimeral Relaxer 4lbs,Beauty,,4300,0075285006689,BEAUTY SUPPLIES,-1,0
430,WNC Moist Lotion 16.9oz,Beauty,,1660,0075285108864,BEAUTY SUPPLIES,0,0
457,Cantu Coconut Curling Cream 12o,Beauty,,1560,0817513010033,BEAUTY SUPPLIES,3,0
484,ETTENIO MangoShea Moisturizer,Beauty,,1560,0757901862243,BEAUTY SUPPLIES,1,0
511,Lottabody Style Me Ready To Use,Beauty,,680,0075724631083,BEAUTY SUPPLIES,3,0
161,GOLD SKIN ARGAN OIL CORRETC 38G,Beauty,,950,6181100322873,BEAUTY SUPPLIES,5,0
188,COOL CARE BARBER SPRAY,Beauty,,1800,0040102127502,BEAUTY SUPPLIES,13,0
215,M&m MESH DOME STYLE WIG CAP,Beauty,,600,0842510050218,BEAUTY SUPPLIES,9,0
242,MEDIUM CLUB BRUSH,Beauty,,500,0705372021614,BEAUTY SUPPLIES,2,0
269,ANNIE SATIN BONNET MULTI COLOUR,Beauty,,310,0705372044132,BEAUTY SUPPLIES,-1,0
296,ALMINE FLORAL EMERY BOARD GRIT,Beauty,,200,,BEAUTY SUPPLIES,-2,0
323,Cantu Kids Care Nourishing Cond,Beauty,,1050,0817513015472,BEAUTY SUPPLIES,2,0
350,DL BB No Mistake Curl Softener,Beauty,,1270,0075285006795,BEAUTY SUPPLIES,3,0
377,ORS uplifting Shampoo 9oz,Beauty,,1320,0632169110131,BEAUTY SUPPLIES,3,0
404,Bantu Regular Relaxer 14oz,Beauty,,950,,BEAUTY SUPPLIES,-3,0
431,WNC Shape Transformer,Beauty,,1970,0075285108895,BEAUTY SUPPLIES,0,0
458,Cantu Argan Oil Leave In Condit,Beauty,,1370,0817513015175,BEAUTY SUPPLIES,0,0
485,ETTENIO Macademia Deluxe Hair B,Beauty,,2650,0757901862144,BEAUTY SUPPLIES,5,0
512,Lottabody Control Me24 hrs Extr,Beauty,,710,0075724474635,BEAUTY SUPPLIES,-5,0
162,GOLD SKIN ARGAN OIL CRÈAM 140ML,Beauty,,900,6181100321845,BEAUTY SUPPLIES,-6,0
189,AJ CURL LALA SMALL,Beauty,,750,0034285696092,BEAUTY SUPPLIES,-11,0
216,KLEANCOLOR GLITTER PALLETTE,Beauty,,1300,0836558009901,BEAUTY SUPPLIES,-6,0
243,PIK COMB,Beauty,,110,0705372002187,BEAUTY SUPPLIES,2,0
270,ANNIE SATIN BONNET MEDIUM,Beauty,,450,0705372044163,BEAUTY SUPPLIES,0,0
297,ALMINE RECTANGULAR EMERY BOARD,Beauty,,140,,BEAUTY SUPPLIES,-4,0
324,Cantu grow Strong Strengthening,Beauty,,810,0856017000041,BEAUTY SUPPLIES,0,0
351,D/L AU Naturals Shampoo,Beauty,,1520,0075285007556,BEAUTY SUPPLIES,2,0
378,ORS Hair Mayonnaise 16oz,Beauty,,1630,0632169110216,BEAUTY SUPPLIES,0,0
405,Bantu Yellow Out Conditioner,Beauty,,950,0075285013632,BEAUTY SUPPLIES,0,0
432,Care free curl Neutralizing Sol,Beauty,,950,0075285001790,BEAUTY SUPPLIES,-1,0
459,ORS Olive Oil Wrap Set Mousse,Beauty,,1400,0632169111077,BEAUTY SUPPLIES,14,0
486,ETTENIO Seal & Shine,Beauty,,1300,0757901862328,BEAUTY SUPPLIES,6,0
513,Lottabody Love Me 5in 1 Miracle,Beauty,,790,0075724199033,BEAUTY SUPPLIES,1,0
163,GOLD SKIN ARGAN OIL LOTION 250M,Beauty,,1800,6181100321494,BEAUTY SUPPLIES,-7,0
190,JULEP MASQUE,Beauty,,750,0079896585793,BEAUTY SUPPLIES,1,0
217,LA GIRL CONCEALER,Beauty,,750,0081555969837,BEAUTY SUPPLIES,-406,0
244,RAKE COMB,Beauty,,150,0705372002200,BEAUTY SUPPLIES,1,0
271,ANNIE SLEEP CAP LARGE BLACK,Beauty,,450,0705372044187,BEAUTY SUPPLIES,3,0
298,ALM INE WOOD EMERY BOARD BLUE,Beauty,,200,,BEAUTY SUPPLIES,-1,0
325,Cantu Tea Tree & Jojoba Hair an,Beauty,,1130,0856017000089,BEAUTY SUPPLIES,1,0
352,D&L AU Naturals Conditioner 13.,Beauty,,1520,0075285007563,BEAUTY SUPPLIES,2,0
379,ORS carrot Oil 6oz,Beauty,,1220,0632169110438,BEAUTY SUPPLIES,1,0
406,NEW Colour Lotion 2oz Black Pea,Beauty,,370,0852744001238,BEAUTY SUPPLIES,-4,0
433,Design Ess. Almond Butter Expre,Beauty,,2250,0875408003119,BEAUTY SUPPLIES,3,0
460,WOW BLACK COLOUR RINSE 20Z,Beauty,,315,0850187000399,BEAUTY SUPPLIES,-14,0
487,ETTENIO Moisture Milk,Beauty,,1900,0757901862175,BEAUTY SUPPLIES,1,0
514,Lottabody Hydrate Me Conditione,Beauty,,770,0075724403529,BEAUTY SUPPLIES,0,0
164,GOLD SKIN ARGAN OIL SOAP 180G,Beauty,,750,6181100321913,BEAUTY SUPPLIES,5,0
191,TEXTURE MY WAY,Beauty,,820,0034285230128,BEAUTY SUPPLIES,4,0
218,"XPRESSION 84"" 1B",Beauty,,850,8281799288080,BEAUTY SUPPLIES,-242,0
245,SALON BRUSH LARGE OVAL (BLACK?S,Beauty,,600,0705372022307,BEAUTY SUPPLIES,0,0
272,ANNIE MULTI WRAP MULTI COLOUR,Beauty,,235,0705372044293,BEAUTY SUPPLIES,0,0
299,EAR COVER BLACK 2PCS,Beauty,,14,0705372054582,BEAUTY SUPPLIES,0,0
326,Cantu Super Shine Hair Silk,Beauty,,1210,0856017000096,BEAUTY SUPPLIES,0,0
353,D&L AU Naturals Coil Cream 14oz,Beauty,,1520,0075285007587,BEAUTY SUPPLIES,1,0
380,ORS Olive Oil Crème 6oz,Beauty,,1360,0632169110445,BEAUTY SUPPLIES,0,0
407,NEW Colour Lotion 2oz Honey Gol,Beauty,,370,0852744001115,BEAUTY SUPPLIES,4,0
434,Design Ess. R/Mint Stimulating,Beauty,,3300,0875408003232,BEAUTY SUPPLIES,0,0
461,WOW BLACK COLOUR RINSE 80Z,Beauty,,940,0850187000412,BEAUTY SUPPLIES,-6,0
488,ETTENIO Free to Be Me Shampoo,Beauty,,1600,0601754203930,BEAUTY SUPPLIES,0,0
515,Lottabody Hydrate Me Shampoo,Beauty,,770,0075724403512,BEAUTY SUPPLIES,1,0
543,C/N Hair Colour Mens Dark Brown,Beauty,,625,0075724429024,BEAUTY SUPPLIES,2,0
570,Zimii Moisturizing shampoo 8oz,Beauty,,610,0636853701377,BEAUTY SUPPLIES,23,0
597,NAKED DEEP CLEANSE NEUTRALIZING,Beauty,,1900,0051416080988,BEAUTY SUPPLIES,0,0
1554,NAKED MAX FOAMING SOLUTION 8 OZ,Beauty,,1300,0051416190618,BEAUTY SUPPLIES,0,0
1607,Root Rescue Auburn #4r,Beauty,,1290,0071249402382,BEAUTY SUPPLIES,0,0
1647,Superstay Powder Coconut,Beauty,,2200,0041554562903,BEAUTY SUPPLIES,-11,0
609,B/Bliss Reparative Hair Mask 8o,,,2550,0859776000222,BEAUTY SUPPLIES,2,0
622,Creme of Nature Extra Hold,,,1200,0075724214040,BEAUTY SUPPLIES,3,0
625,CANTU SHEA CURL ACTIVATOR CREAM,,,1440,0817513010002,BEAUTY SUPPLIES,6,0
652,PINK SBCO MOIST SHAMPOO,,,1350,0038276005429,BEAUTY SUPPLIES,3,0
680,28'' CURLY WIG,,,28000,,BEAUTY SUPPLIES,-1,0
684,WIG WATER WAVE FRONTAL 16,,,20000,,BUNDLES,1,0
711,contacts lens honey,,,2500,,BEAUTY SUPPLIES,-1,0
517,Lotta Body Milk n Honey Restore,Beauty,,770,,BEAUTY SUPPLIES,0,0
544,Soft Sheen Mens Liquid Hair Col,Beauty,,625,0075724770010,BEAUTY SUPPLIES,-3,0
571,Zimii Intense Curls Gel 8oz,Beauty,,550,0636853000036,BEAUTY SUPPLIES,-23,0
598,NAKED DETOX CLARIFING SHAMPOO 3,Beauty,,2200,,BEAUTY SUPPLIES,2,0
1567,ESSATIONS 7 IN 1 POSITIVE CHARG,Beauty,,2200,,BEAUTY SUPPLIES,0,0
1608,Root Rescue Medium auburn Red #,Beauty,,1290,0071249402443,BEAUTY SUPPLIES,0,0
1648,Superstay Powder Golden Caramel,Beauty,,2950,0041554562880,BEAUTY SUPPLIES,-18,0
610,Mielle Mint Almind Oil 8oz,,,2400,0854102006183,BEAUTY SUPPLIES,3,0
623,Dark and Lovely 393 Spicy Aubur,,,890,0075285003329,BEAUTY SUPPLIES,2,0
626,LETTER NECKLACE,,,2000,,BEAUTY SUPPLIES,-2,0
653,PINK SBCO LEAVE-IN CONDTIONER,,,1350,0038276006808,BEAUTY SUPPLIES,0,0
681,BRACELET WITH STONE,,,0,,BEAUTY SUPPLIES,-85,0
712,"WIG WATER WAVE FRONTAL 18""",,,24000,,BEAUTY SUPPLIES,0,0
518,Lottabody Milk n Honey Restore,Beauty,,770,0075724448353,BEAUTY SUPPLIES,4,0
545,Pfresh Guava and Nectar BB 8oz,Beauty,,1120,0713708421052,BEAUTY SUPPLIES,-4,0
572,Zimii Intense Curls Gel 16oz,Beauty,,900,0636853000029,BEAUTY SUPPLIES,-12,0
599,NAKED HONEY MOISTURE WHIP SHAMP,Beauty,,2500,0051416080995,BEAUTY SUPPLIES,3,0
1568,ESSATIONS POSTITIVE CHARGE 7IN,Beauty,,1600,,BEAUTY SUPPLIES,3,0
1609,ABNY Daily Clean Clarifying Gel,Beauty,,830,0888432915549,BEAUTY SUPPLIES,1,0
1649,Superstay Powder Truffle,Beauty,,2200,0041554563399,BEAUTY SUPPLIES,-4,0
611,Mielle Babassu Shampoo 8oz,,,2150,0854102006060,BEAUTY SUPPLIES,3,0
624,D/L FADE RESIST 372 NAT BLACK,,,890,0072790003721,BEAUTY SUPPLIES,-2,0
627,MEGA GROWTH REGULAR 6 PACK,,,1500,0802535064331,BEAUTY SUPPLIES,4,0
654,S-CURL SHEEN SPRAY 70Z,,,990,0038276909543,BEAUTY SUPPLIES,3,0
682,FREE TRESS WATER WAVE,,,1700,,BEAUTY SUPPLIES,-3,0
519,Lottabody Milk n Honey Nourish,Beauty,,890,0075724448377,BEAUTY SUPPLIES,3,0
546,Pfresh Hibiscus & Papaya BB,Beauty,,1100,0713708421069,BEAUTY SUPPLIES,-3,0
573,Zimii Intense Curls Activator,Beauty,,550,0636853000197,BEAUTY SUPPLIES,0,0
600,NAKED MOISTURE REPAIR SULFATE-F,BEAUTY,,2700,0051416190861,BEAUTY SUPPLIES,2,0
1583,NAKED  starter NO MIX RELAXER K,Beauty,,3500,,BEAUTY SUPPLIES,2,0
1610,ABNY Charcoal Cleansing Oil],Beauty,,1720,,BEAUTY SUPPLIES,0,0
1650,Face Studio lasting Fix Spray,Beauty,,1710,0041554562927,BEAUTY SUPPLIES,0,0
612,Mielle White Peony Leave in Con,,,2400,0854102006190,BEAUTY SUPPLIES,0,0
628,MEGA GROWTH 7 PACK SUPER,,,2500,0802535064348,BEAUTY SUPPLIES,-3,0
655,S CURL FF INSTANT MOIST 12OZ,,,1350,0038276009625,BEAUTY SUPPLIES,0,0
683,SALE WIG 16 ST,,,20000,,BUNDLES,-3,0
713,DES ESSEN 20 PCS KIT,,,15650,,BEAUTY SUPPLIES,0,0
520,Lottabody Milk & Honey Tame me,Beauty,,690,0075724448384,BEAUTY SUPPLIES,-3,0
547,PfreshCoconut B/Scrub,Beauty,,1260,0713708423018,BEAUTY SUPPLIES,-3,0
574,Zimii Festive Detangling 16oz p,Beauty,,2600,0636853000531,BEAUTY SUPPLIES,-1,0
601,NAKED KERATIN PLUS RECONSTRUCTI,Beauty,,3500,0051416081015,BEAUTY SUPPLIES,1,0
1584,Benjamins Castor Oil Shampoo 47,Beauty,,1450,0603084491902,BEAUTY SUPPLIES,0,0
1611,ABNY 24k Gold Gel Mask,Beauty,,670,,BEAUTY SUPPLIES,0,0
1651,Fit me Matte and Poreless Powde,Beauty,,1950,0041554553468,BEAUTY SUPPLIES,-20,0
613,Curls Blueberry Hair Milk,,,3100,0859776000277,BEAUTY SUPPLIES,2,0
629,LOTTA BODY SACHET MASQUE,,,260,0075724426047,BEAUTY SUPPLIES,0,0
656,PINK SBCO SUP MOIST CURL DEFINE,,,1350,0038276006884,BEAUTY SUPPLIES,0,0
714,BATH AND BODY COMBO,,,4200,,BEAUTY SUPPLIES,-6,0
521,C/N Argan Oil Moist Rish Hair B,Beauty,,1450,0075724082588,BEAUTY SUPPLIES,1,0
548,Pfresh Argan Shea B/Scrub,Beauty,,1260,0713708423025,BEAUTY SUPPLIES,-3,0
575,Zimii Festive Moisturizing Pack,Beauty,,2450,0636853000562,BEAUTY SUPPLIES,0,0
602,ESSATIONS NEUTRALIZING CLEANSIN,Beauty,,1750,0051416080209,BEAUTY SUPPLIES,-4,0
1585,GARNIER SHAMPOO,Beauty,,1450,0603084491254,BEAUTY SUPPLIES,2,0
1612,ABNY Charcoal Peel Off Mask,Beauty,,1545,0888432921120,BEAUTY SUPPLIES,-3,0
1652,Maybelline Baby Skin Pore Erase,Beauty,,1500,0041554415131,BEAUTY SUPPLIES,-15,0
614,Curls B/Bliss Rep. hair wash,,,2550,0859776000215,BEAUTY SUPPLIES,1,0
630,DARK&LOVELY JET BLACK FADE RESI,,,1250,0072790003714,BEAUTY SUPPLIES,2,0
657,PINK CURL & TWIST PUDDING,,,1350,0038276006761,BEAUTY SUPPLIES,1,0
715,TENNIS PENDANT,,,2500,,BEAUTY SUPPLIES,-6,0
717,"WIG WATER WAVE FRONTAL 22""",,,30000,,BUNDLES,0,0
522,C/N Argan Oil Twirling Custard,Beauty,,1430,0075724082564,BEAUTY SUPPLIES,4,0
549,Jean Nate A Bath Splash 16oz,Beauty,,1030,0309979843992,BEAUTY SUPPLIES,3,0
576,Zimii Moist Wash and Go pack,Beauty,,2450,0636853000548,BEAUTY SUPPLIES,-3,0
603,ESSATIONS REFRESH SHAMPOO 320Z,Beauty,,1900,0051416080261,BEAUTY SUPPLIES,2,0
1586,TRIPLE NURITION SHAMPOO,Beauty,,850,0603084491513,BEAUTY SUPPLIES,0,0
1613,ABNY Charcoal Bubbling Mask,Beauty,,515,0888432921137,BEAUTY SUPPLIES,-3,0
1653,Maybelline PRIMER 100,Beauty,,1700,0041554431957,BEAUTY SUPPLIES,1798,0
615,Mane Choice Metabolism plus,,,3500,0859340007435,BEAUTY SUPPLIES,0,0
631,BENJAMINS MOIST. COND 16OZ,,,1310,0832762598606,BEAUTY SUPPLIES,0,0
658,PINK SBCO CURL POP DEFINE GEL 1,,,1350,0038276069117,BEAUTY SUPPLIES,0,0
716,"TENNIS BRACELET 8""",,,2500,,BEAUTY SUPPLIES,1,0
523,Roux Violet Bleach,Beauty,,630,0075724229006,BEAUTY SUPPLIES,-4,0
550,Jean Nate A Bath Splash 30oz,Beauty,,1330,0309979845507,BEAUTY SUPPLIES,2,0
577,NAKED DETOX CLARIFYING SHAMPOO,Beauty,,1400,0051416190045,BEAUTY SUPPLIES,1,0
604,Essations TT Dry and Itchy Scal,Beauty,,2900,0051416080759,BEAUTY SUPPLIES,1,0
1587,Benjamins Castor Oil with Olive,Beauty,,1500,0083276259822,BEAUTY SUPPLIES,0,0
1614,ABNY Lemon Sugar Scrub,Beauty,,525,0888432937442,BEAUTY SUPPLIES,0,0
1654,Maybelline PRIMER 400,Beauty,,1800,0041554551792,BEAUTY SUPPLIES,1,0
616,Mane Choice Gowth Oil 4oz,,,2300,0850093005259,BEAUTY SUPPLIES,2,0
632,BENJAMINS LEAVE IN COND,,,1300,0832762598392,BEAUTY SUPPLIES,-3,0
659,PINK MOIST GEL CURL ACTIVATOR,,,1350,0038276069216,BEAUTY SUPPLIES,0,0
718,"WATER WAVE FRONTAL WIG 20""",,,28000,,BEAUTY SUPPLIES,0,0
524,Gel Hair Colour 1.0 Intense Bla,Beauty,,1650,0075724232679,BEAUTY SUPPLIES,-9,0
551,Dry Skin Lotion,Beauty,,450,0309970950002,BEAUTY SUPPLIES,-2,0
578,NAKED  BIO-PHUSE REFRESHING SHA,Beauty,,1500,0051416190021,BEAUTY SUPPLIES,2,0
605,NAKED PROFESSIONAL RELAXER CRÈM,Beauty,,4400,0051416080971,BEAUTY SUPPLIES,2,0
1588,Benjamins Castor Oil with Cocon,Beauty,,1500,0083276259785,BEAUTY SUPPLIES,-4,0
1615,Himalaya Purifying Neem Mask 15,Beauty,,1360,0605069500494,BEAUTY SUPPLIES,-3,0
617,Mane Choice Detangle Shampoo,,,2150,0850093005235,BEAUTY SUPPLIES,0,0
633,HAIR PIK,,,210,0705372002163,BEAUTY SUPPLIES,5,0
660,MIELLE COIL SCULPTING CUSTARD,,12 OZ,2600,0854102006367,BEAUTY SUPPLIES,6,0
719,SINGLE LASH,,,400,0705372064345,BEAUTY SUPPLIES,-6,0
720,bath gel,,,1500,,BEAUTY SUPPLIES,-7,0
747,3 SCRUNCHIES BLACK,,,500,0705372033730,BEAUTY SUPPLIES,1,0
774,2 *6 CLOSUIRE,,,5500,,BUNDLES,-8,0
525,Gel Hair Colour 7.64 Bronze Cop,Beauty,,1230,0075724232693,BEAUTY SUPPLIES,0,0
552,ZP11 Normal Shampoo,Beauty,,895,0636853540013,BEAUTY SUPPLIES,0,0
579,NAKED  MOISTURE REPAIR SULFATE-,Beauty,,1500,0051416190854,BEAUTY SUPPLIES,1,0
606,ESSATIONS CONDITIONING NO- BASE,Beauty,,3500,0051416080063,BEAUTY SUPPLIES,0,0
1589,Benjamins Castor Oil with Laven,Beauty,,1700,0083276259808,BEAUTY SUPPLIES,0,0
1616,Himalaya Mud Mask 150ml,Beauty,,1360,0605069500524,BEAUTY SUPPLIES,-1,0
618,Mane Choice detangle Cond 8oz,,,2150,0850093005242,BEAUTY SUPPLIES,1,0
634,"6655"" RUBBERIZED PONYTAILERS",,,300,0705372033822,BEAUTY SUPPLIES,-3,0
661,SACHA BUTTERCUP LOOSE POWDER,,,2800,0763130915773,BEAUTY SUPPLIES,0,0
692,suit yellow,,,3200,,KIDS,-3,0
721,8/10/12 BODY WAVE BUNDLES,,,17500,,BUNDLES,-2,0
748,40 CT ROLLER PIN BLACK,,,250,0705372031033,BEAUTY SUPPLIES,-5,0
775,SLIPPERS,,,2500,,KIDS,-5,0
526,Gel Hair Colour 7.6 Intensive R,Beauty,,1230,0075724232761,BEAUTY SUPPLIES,-3,0
553,Zp11 Dry Shampoo,Beauty,,895,0636853540020,BEAUTY SUPPLIES,2,0
580,ESSATION DRY SCALP COND 8OZ,Beauty,,1400,,BEAUTY SUPPLIES,1,0
607,NAKED 9-APP MIX KIT,Beauty,,5000,,BEAUTY SUPPLIES,0,0
1590,Benjamins Castor Oil with Pimen,Beauty,,1740,0083276259761,BEAUTY SUPPLIES,0,0
1617,Himalaya Purifying Neem Face wa,Beauty,,1230,0605069500470,BEAUTY SUPPLIES,-3,0
619,Mane Choice Nourish Gro butter,,,2450,0850093005013,BEAUTY SUPPLIES,0,0
635,STYLING PIK,,,200,0705372000480,BEAUTY SUPPLIES,-1,0
662,BRUSH,,,500,0681131090353,KIDS,-74,0
693,KIDS HM DRESS,,,1500,,KIDS,-3,0
722,8/10/12 LOOSE WAVE,,,17500,,BUNDLES,0,0
749,BOB PINS COMBO BLACK 50CT,,,160,0705372031026,BEAUTY SUPPLIES,-1,0
776,SHORT,,,2000,,KIDS,-9,0
527,Gel Hair Colour 6.2 Burgundy Bl,Beauty,,1230,0075724566200,BEAUTY SUPPLIES,-3,0
554,Zp11 Oily Shampoo,Beauty,,895,0636853540037,BEAUTY SUPPLIES,3,0
581,NAKED AT KERATIN PLUS RECON 8OZ,,,1600,,BEAUTY SUPPLIES,2,0
608,NAKED NO MIX RELAXER KIT,,,3500,,BEAUTY SUPPLIES,3,0
1591,Benjamins Castor Oil with Vitam,Beauty,,2360,0083276259952,BEAUTY SUPPLIES,1,0
1618,Himalaya Oil Clear lemon Face W,Beauty,,1230,0605069500463,BEAUTY SUPPLIES,0,0
620,Mane  Egyptian 24kn  Twisting G,,,2400,,BEAUTY SUPPLIES,0,0
636,ALMINE REMI LASH,,,300,0705372064277,BEAUTY SUPPLIES,-1,0
663,"NATURAL WAVE CLO BOB 12""",,12,21500,,BUNDLES,1,0
694,red shoes,,,3500,,KIDS,-8,0
723,10/12/14 DEEP WAVE,,,19500,,BUNDLES,-1,0
750,BOB PINS MINI BLACK 60CT,,,110,0705372033013,BEAUTY SUPPLIES,0,0
777,TOP OKIE,,,1200,,KIDS,-15,0
528,Gel Hair Colour 6.4 Red Copper,Beauty,,1230,0075724232723,BEAUTY SUPPLIES,2,0
555,ZP11 Dandruff Value Combo,Beauty,,1100,0636853000449,BEAUTY SUPPLIES,-2,0
582,NAKED CURVE CURL DEFINER 8OZ,Beauty,,1300,0051416081244,BEAUTY SUPPLIES,-6,0
1592,Colour vibrancy Conditioner,Beauty,,870,0071249207284,BEAUTY SUPPLIES,3,0
1619,Himalaya Radiant Glow Fairness,Beauty,,1390,0605069500753,BEAUTY SUPPLIES,-2,0
621,Mane Choice g/Tea Carrot Mask,,,2700,0850093005006,BEAUTY SUPPLIES,0,0
637,CALLOUS FILE,,,155,0705372061160,BEAUTY SUPPLIES,1,0
664,BODY WAVE BUNDLE,,8,5500,,BUNDLES,4,0
695,panty 6,,,2000,,KIDS,-2,0
724,10/12/14/ DEEP CURLY,,,19500,,BUNDLES,-1,0
751,8 NO TANGLE PONITAILERS,,,395,0705372033563,BEAUTY SUPPLIES,-4,0
778,BATHING SUIT,,,2550,,KIDS,-13,0
784,FIT ME FOUNDATION,,,1950,,BEAUTY SUPPLIES,5,0
811,MAKEUP BRUSH SMALL,,,3200,,BEAUTY SUPPLIES,-4,0
529,Gel Hair Colour 10.01 Ginger Bl,Beauty,,1230,0075724232785,BEAUTY SUPPLIES,-2,0
556,ZP11 Hairdressing,Beauty,,620,0636853540402,BEAUTY SUPPLIES,4,0
583,NAKED INFUSION 365 8OZ,Beauty,,2200,0051416190830,BEAUTY SUPPLIES,3,0
1593,Evercurl Shampoo,Beauty,,1390,0071249341407,BEAUTY SUPPLIES,3,0
1620,Gentle Exfoliating Apricot Scru,Beauty,,1350,0605069500593,BEAUTY SUPPLIES,-1,0
638,OSSION HAIR WAX GEL,,,550,,BEAUTY SUPPLIES,-5,0
666,LOOSE WAVE BUNDLE,,8,5500,,BUNDLES,0,0
752,ANNIE DELUXE WEAVING CAP,,,630,0705372044712,BEAUTY SUPPLIES,1,0
779,HEAD BAND,,,950,,KIDS,-44,0
785,WATER WAVE  WIG 12,,,16000,,BUNDLES,0,0
812,OSH KOSH 4/5T PINK DRESS,,,4700,,KIDS,-2,0
530,Gel Hair Colour3.0 Soft Black,Beauty,,1650,0075724232686,BEAUTY SUPPLIES,-9,0
557,Top Brass Hairdressing,Beauty,,620,0309973522008,BEAUTY SUPPLIES,2,0
584,NAKED GLOW FINISHING GLOSS,Beauty,,2000,0051416190304,BEAUTY SUPPLIES,2,0
1594,Evercurl Conditioner,Beauty,,1390,0071249341414,BEAUTY SUPPLIES,3,0
1621,Himalaya Purifying neem Scrub 1,Beauty,,1350,0605069500616,BEAUTY SUPPLIES,-1,0
639,EBIN LASHES,,,700,0812429030250,BEAUTY SUPPLIES,-103,0
667,WONDER BLENDER,,,500,0100000091487,BEAUTY SUPPLIES,-30,0
697,"WIG WATER WAVE FRONTAL 14""",,,18000,,BUNDLES,1,0
753,"SILICONE PONYTAIL BLACK 2""",,,410,0705372033808,BEAUTY SUPPLIES,0,0
780,ESSATIONS INTENSE HYDRATION,,,1150,0051416080148,BEAUTY SUPPLIES,1,0
786,5X5 STRAIGHT CLOSURE,,12,10500,,BUNDLES,1,0
813,CARE FREE CURL INSTANT ACTIVATO,,,970,0075285203033,BEAUTY SUPPLIES,0,0
531,Gel Hair Colour 10.0 Honey Blon,Beauty,,1230,0075724062627,BEAUTY SUPPLIES,-2,0
558,Top Brass Hair Groom,Beauty,,620,0309973659001,BEAUTY SUPPLIES,5,0
585,NAKED HONEY AND ALMOND MOISTURE,Beauty,,2550,,BEAUTY SUPPLIES,0,0
1595,TN Marvelous Oil Deep Nourish,Beauty,,2100,0603084491940,BEAUTY SUPPLIES,2,0
1622,Himalaya Walnut Scrub,Beauty,,1350,0605069500609,BEAUTY SUPPLIES,0,0
640,EARRINGS,,,800,,BEAUTY SUPPLIES,-655,0
668,AGRAN OIL BRUSH SOAP,,,500,0100000105511,BEAUTY SUPPLIES,4,0
727,NIKE SWIMWEAR 5T,,,2500,,KIDS,-7,0
754,ANNIE NON SLIP HEADBAND 1CT,,,380,10705372088638,BEAUTY SUPPLIES,1,0
781,D&L ANTI-REVERSION CREAM SERUM,,,1340,0075285005606,BEAUTY SUPPLIES,2,0
